puzzle,solution,difficulty,difficulty_level
807203096000170008040000207039480600480706109002900000650047000090020000078601503,817253496926174358543869217139482675485736129762915834651347982394528761278691543,44,Easy
008204010094001806000000405049387162006190530302045000467900050000700341030450097,658274913794531826123869475549387162876192534312645789467913258985726341231458697,39,Very Easy
802035971050006400103000000006300807001007603407002009005071080308004702070903516,862435971759126438143798265526319847981547623437862159695271384318654792274983516,42,Easy
000034902009051438004900167093000270600000043005007000400000390912473605030800700,168734952729651438354982167893145276671298543245367819487526391912473685536819724,43,Easy
000508071618070540007190206203700000401030927705020000000900032020050018100300690,942568371618273549537194286293716854461835927785429163856941732329657418174382695,43,Easy
046070539000004001280053407675000048308741006904680200032800614001030082067400000,146278539753964821289153467675329148328741956914685273532897614491536782867412395,38,Very Easy
030000000054073180100009603001000046000060009003007008070320000010500207306700901,637812495954673182182459673891235746745168329263947518579321864418596237326784951,50,Hard
670030084005700023000042709050090000900205000201460000107000390008009200000003408,672931584495786123813542769754398612936215847281467935127854396348679251569123478,49,Medium
009300070000140000006700514062830041840017905000900008397520000680000200020003000,419356872758142639236798514962835741843217965175964328397521486681479253524683197,47,Medium
415000003000000002700045100060034010083000409000061837600000000000070000020400900,415682793836719542792345186967834215183527469254961837671298354549173628328456971,54,Expert
000306000030900050010080030860510703070809500200037968040000005590040680003605100,928356471437921856615784239869512743374869512251437968146278395592143687783695124,46,Medium
004800100981030000572000030008024760423060000000008204040070051635000900807945306,364857192981236475572419638198524763423761589756398214249673851635182947817945326,43,Easy
004900008529018004000002691003001400200005039470090105000009000100003000390050802,614937258529618374837542691953271486261485739478396125782169543145823967396754812,48,Medium
060750010403018005000063000006300000950000008071090000600000074037000602000030901,268759413493218765715463829826345197954176238371892546689521374137984652542637981,52,Hard
010280057670050810835001209090500038580000002267800000740938526300605090006012480,419286357672359814835471269194527638583164972267893145741938526328645791956712483,37,Very Easy
080247000407901000000035704006002900200070430070604020620080000104720800700000200,381247659457961382962835714546312978219578436873694521625483197134729865798156243,48,Medium
538000020000130005007000030004000700000753600000460010013009000080000040600080900,538946127246137895197528436364891752921753684875462319413279568789615243652384971,55,Expert
001043580000000300600007000500000600002700008000009000900830064854600090020070050,791243586245186379683597142539428617462751938178369425917835264854612793326974851,54,Expert
040006280300904050200050900097000060000000709603090401104602800009040007000000302,945716283378924156261853974497231568512468739683597421134672895829345617756189342,50,Hard
000490062006050000540208900200000700000070018678039200009005040080000000030800090,817493562926751483543268971251684739394572618678139254169325847485917326732846195,52,Hard
070040580004025000003890000097004608005000000401002700700059460000160800000080109,972341586864725931153896247397514628625978314481632795718259463549163872236487159,50,Hard
160082400850600002270019605625070000430820796090100020040058103307006050500001940,163582479859647312274319685625974831431825796798163524942758163317496258586231947,39,Very Easy
002640000800050047040007000035700218000000000007034090000000600028000901016900000,172648359863259147549317862435796218691582734287134596954871623328465971716923485,54,Expert
900700210700013005038562074200095000090100080040080300000859637600201458803400002,965748213724913865138562974286395741397124586541687329412859637679231458853476192,41,Very Easy
005009087000000009800000020000061003710300042006700900000296000004050070008100500,625439187147528369893617425482961753719385642356742918571296834964853271238174596,54,Expert
000000002708029645002004010000900407293740506407056000175400800309810004860297000,641538972738129645952674318516982437293741586487356291175463829329815764864297153,41,Very Easy
608700050490800207000000081040000000207050816051030002504900600103040000060380020,618792453495813267372564981846127395237459816951638742524971638183246579769385124,48,Medium
001008600328000050000001928400083501800700049030000082240059803580070400700804005,951428637328697154674531928497283561862715349135946782246159873589372416713864295,44,Easy
409000003003000708080000060130706980000100650076400310700005841000000500000008036,459867123613542798287391465135726984924183657876459312792635841368214579541978236,50,Hard
030010902957236400180905630804020705570090006009700103000302069065479080390501004,436817952957236418182945637814623795573194826629758143741382569265479381398561274,36,Very Easy
007009800000400010000825007500700061630502040040600925253901070060007039100360502,427139856985476213316825497592748361631592748748613925253981674864257139179364582,43,Easy
000002500000000007709380020096231050125708300000540210200614970901057400007000681,684172593312495867759386124496231758125768349873549216238614975961857432547923681,42,Easy
001050002030000400000140709000200081106004075000000060205800000003010000010592000,471659832539728416682143759794265381126384975358971264245836197963417528817592643,54,Expert
006080000900720030000001709357098000600000000000040950003415000200600580060072003,726983145915724836438561729357198264649257318182346957893415672274639581561872493,51,Hard
003070006700165200026000017050000600000040523402083001000000000030018040874059060,193872456748165239526934817357291684981746523462583971615427398239618745874359162,48,Medium
000069200050000010100300900907080060001005008008040009805006002000004000010500407,384169275659472813172358946937281564461935728528647139845716392793824651216593487,54,Expert
000400070047061000091000208064730009000080700879104000906007005082059007000008060,358492671247861593691573248164735829523986714879124356936217485482659137715348962,48,Medium
208645030036000005900000000000500008164700502050209010697008150080900070000071089,278645931436197825915832746729514368164783592853269417697428153381956274542371689,46,Medium
020640705007801003000075020005089302100406059090100400003510980000000001000060270,821643795957821643634975128465789312172436859398152467243517986786294531519368274,47,Medium
020007400904210000000008095040300000810574603000000004500002000000169052060405008,628957431954213867371648295746321589819574623235896714593782146487169352162435978,50,Hard
000000007030490008200800003490708650050001002761000000670103200304009015910207800,586312947137496528249875163492738651853961472761524389678153294324689715915247836,46,Medium
510802090900730500002000006600003941129000307000100000250300100700605000804001065,513862794968734512472519836687253941129486357345197628256348179791625483834971265,47,Medium
190060230503089007706002905000094300002030100059200800900000000645000003000470069,194567238523189647786342915861794352472835196359216874937658421645921783218473569,47,Medium
401309270903000000020486003708040615040000029002000748070060501059830000010000930,481359276963127854527486193798243615645718329132695748374962581259831467816574932,44,Easy
209010006000830020007920050003072000000048000752000000900400510000060300030000080,289715436415836729367924158843572961691348275752691843976483512528167394134259687,54,Expert
000000600408000010000094700000620000240500000076018200000200003760300001120000800,917853642438762519652194738581629374249537186376418295895271463764385921123946857,55,Expert
020903400006008000908160075037000006050006030000734000503007900080020600004010507,125973468376548129948162375437851296851296734692734851513687942789425613264319587,49,Medium
178350406020600078936070020007004001400089003380010549000960817060140900709025000,178352496524691378936478125697534281451289763382716549245963817863147952719825634,39,Very Easy
083900200200630005000780016000090800096070003004000629510027008028500701000048590,683951274271634985945782316132496857896275143754813629519327468428569731367148592,45,Easy
003900004490206830001370000046000070070540200000090408000800940854030001010062780,723985164495216837681374592546128379978543216132697458267851943854739621319462785,46,Medium
000000070000043010530876000020080060003007000650092000200600304004005001900000600,496251873782943516531876249129384765843567192657192438278619354364725981915438627,54,Expert
206071049008006537007980000900300750654027003000009402060000094000030670470600381,236571849198246537547983126921364758654827913783159462365718294819432675472695381,42,Easy
500702030320060001009000080100800002000000060600000503005600900000475008270008000,541782639328569741769314285157836492493251867682947513815623974936475128274198356,54,Expert
000907002060280071007050000038069100206703805950021607492000706183600409070008000,841937562569284371327156948738569124216743895954821637492315786183672459675498213,41,Very Easy
002790050605800703038065209300280490209600371057031602910078500004000930073009108,142793856695842713738165249361287495289654371457931682916378524824516937573429168,36,Very Easy
410520000009840120080603000908750400700402809040980753170208500500000081004005306,417529638369847125285613947938756412751432869642981753173268594596374281824195376,41,Very Easy
006723000030800700972050030000040380004280500610000040060500100840300600100000490,586723914431869752972451836257146389394287561618935247763594128849312675125678493,49,Medium
009061070008937502004020009957104000000092800000753010406500001205000000070206495,529461378168937542734825169957184623341692857682753914496578231215349786873216495,44,Easy
000008100051600008930000000000002069400060000280097030100450870060200043020070600,642938157751624398938715426315842769479563281286197534193456872567281943824379615,51,Hard
000080400007000000801300200300592000005000009704108300080600720532019604006023910,953286471627941538841375296368592147215437869794168352189654723532719684476823915,47,Medium
861930000005000830397048612043800956000304000000106403000000000752019000930065700,861932574425671839397548612143827956586394127279156483614783295752419368938265741,43,Easy
064501009080004300005093140602918503753240890091000264007002058408007900520000030,364521789189764325275893146642918573753246891891375264917432658438657912526189437,38,Very Easy
730010002060027009000094573000500080350000200806000000570000436090100020083006005,739815642465327819128694573942561387357948261816732954571289436694153728283476195,49,Medium
603100008000547630200000050792314006130850029000972040076031095015200000320765010,653129478981547632247683951792314586134856729568972143876431295415298367329765814,38,Very Easy
005710009082093600091040830000900000100000070020080500600007004000109256000000001,365718429482593617791642835538976142146325978927481563619257384874139256253864791,52,Hard
700061000060000000020000034030096010600512800800000500000604028000007900002300100,753461289469238751128975634235896417674512893891743562917654328386127945542389176,54,Expert
500006209900000410014590307080069000460000070030418690000301046600050123001004750,573146289926873415814592367182769534469235871735418692257381946648957123391624758,43,Easy
005000600062008900009006327000430000308000000000075060900207400020000800003500001,135729684762348915849156327516432798378961542294875163951287436427613859683594271,54,Expert
030000020480615070000023006091034002060097010720000030005060000248500093670000004,936748521482615379157923846591834762863297415724156938315469287248571693679382154,47,Medium
010003006072600000000004500005000090900752000020948051007401080000009072230507004,519273846472685139863194527745316298981752463326948751697421385154839672238567914,49,Medium
093207000260100800018030250604398710021005690709610400340001900070069324000423570,593287146267154839418936257654398712821745693739612485342571968175869324986423571,36,Very Easy
000095300360801002509000008000003806006007143100400070900508030010074000080609000,841295367367841592529736418794153826256987143138462975972518634615374289483629751,49,Medium
100007960700000000542000000600305400000820036200006000000071000400050890310600000,183547962796132548542968317678315429951824736234796185829471653467253891315689274,54,Expert
500008070807905003103000540000041000600050407039276800004063082320090610050082090,562438179847915263193627548275841936681359427439276851914563782328794615756182394,43,Easy
057000130843020905129360000000040206902087403310206007000008020038679501591032608,657894132843721965129365784785943216962187453314256897476518329238679541591432678,36,Very Easy
760090004042617093930040100614780902500401670000509401056000200000100000008000046,761395824842617593935248167614783952593421678287569431356874219429136785178952346,43,Easy
040100060501608790009032050000090003800300079004517200708000000410985000900470010,247159368531648792689732451172896543865324179394517286758261934413985627926473815,46,Medium
006004180004000003102300705090000017800913004020547600700030000019000802253069000,536724189974158263182396745495682317867913524321547698748231956619475832253869471,46,Medium
049100760830040050000030020001700080060005070000028000600070500190000000003000601,549182763832647159716539428421796385968315274357428916684971532195263847273854691,54,Expert
005004300860100579327090000402601050001359204500402800000930705000015423000200008,915764382864123579327598146432681957781359264596472831248936715679815423153247698,42,Easy
061000005508004007749560210407382601023000000816900700600009002100000809305028146,261897435538214967749563218457382691923671584816945723684159372172436859395728146,40,Very Easy
000500083600000100800103000100700030980000000403000509000000700009006004500372691,214567983637928145895143276156794832982635417473281569361459728729816354548372691,53,Hard
047930206096081057500762000430807509920306781708500400000003005080054103300070090,847935216296481357513762948431827569925346781768519432174693825689254173352178694,38,Very Easy
400000000007080300000300000010000207078501400030908016041200065006050020720840001,463792158197685342852314679519463287678521493234978516941237865386159724725846931,50,Hard
700500000400000009016090000080020070300050080609008030100000700008206400005007106,793564812452781369816392547581623974327459681649178235164935728978216453235847196,54,Expert
403510789705438006000670504024800317316020008500000002000095070809060045050384061,463512789795438126182679534924856317316927458578143692641295873839761245257384961,37,Very Easy
590000320007030690102600000001000058050814900968205030000056000000720003000000040,596148327487532691132697485741963258253814976968275134379456812814729563625381749,50,Hard
700050000000062304000700010904008000007090080100007406000089107250000008801230009,743851962518962374692743815924618753367495281185327496436589127259174638871236549,51,Hard
010250706000647002067130050905403160648001095001900248009000000706004000100500009,814259736593647812267138954925483167648721395371965248459812673786394521132576489,43,Easy
000000000019000357057610428080325000703000005000467083008234000400070002530190800,824753691619842357357619428186325749743981265295467183978234516461578932532196874,45,Easy
000102007090800000002700685830200106070000820600378504240603050708400369060950208,586142937397865412412739685835294176974516823621378594249683751758421369163957248,41,Very Easy
400190306001703000503000790052006000600910204804000160280470530705830042000602810,478195326921763485563284791152346978637918254894527163286471539715839642349652817,41,Very Easy
009052406710800039460003000080070000020006143096041005651429307003608200248000691,839752416712864539465193728184375962527986143396241875651429387973618254248537691,38,Very Easy
095000000000570009800094017000987000100030000907001002010600800028040005004058903,795812436431576289862394517253987641146235798987461352519623874328749165674158923,50,Hard
006247901002001645003506007024070006790160320168430000280650190000709450049010700,856247931972381645413596287324975816795168324168432579287654193631729458549813762,37,Very Easy
700000000056000100000100074009200608005030000012605403904003000000007365000000200,791342586456789132283156974379214658645938721812675493964523817128497365537861249,54,Expert
308020000400080902002036000000000700040810020000000041180702360000060209009340800,358921476461587932972436185213654798547819623896273541185792364734168259629345817,51,Hard
500490860064500139891600520400806000985123006000009050008014070000000600357008000,532491867764582139891637524473856291985123746216749358628314975149275683357968412,43,Easy
207300805000060007019007040300102008005000000000043000600738050003000000000900081,267394815438561297519287643396152478845679132172843569621738954983415726754926381,54,Expert
627098000198000500005000608906357482800120765502040930000901074061480009080000316,627598143198634527345712698916357482834129765572846931253961874761483259489275316,37,Very Easy
310094270078302090900007034060105000700069008500040002650000980097020413104000500,316894275478352691925617834263185749741269358589743162652431987897526413134978526,43,Easy
500001800072000040308400000600000054201300086400200010000100403000500060143860000,564791832972683541318452697637918254291345786485276319856129473729534168143867925,51,Hard
627000050300520160000768230401035002000000000030000680040081300258090400700054029,627143958384529167195768234461835792872916543539472681946281375258397416713654829,45,Easy
008002009006090082093817006000900217900701803000020090800500600500004000000030701,418652379756493182293817546364985217925741863187326495831579624572164938649238751,49,Medium
305076928070090400946000700000960000500002600090050010820500070407030200000820340,315476928278395461946218753781964532534182697692753814823549176457631289169827345,47,Medium
400000000310460008000910000800030906901750084050800070027004309540697001680021040,498273615312465798765918432874132956931756284256849173127584369543697821689321547,44,Easy
030000020280409070956200034097060043000847090008003052809025400642700380375004010,734156928281439576956278134197562843523847691468913752819325467642791385375684219,39,Very Easy
000048020002600001640000089900000002060130790003000108000010000079500816100760200,791348625832695471645271389917486532568132794423957168256813947379524816184769253,50,Hard
002000004109205000700863009507480931600059042491300800803090005005610307070032008,362971584189245673754863129527486931638159742491327856813794265245618397976532418,40,Very Easy
072000300506413700010800000005100000000020017900530060000004000008000020000095006,872659341596413782413872659785146293634928517921537468269384175358761924147295836,55,Expert
020405003003280009000006400070000030100852670060043002600030000000679158008004396,926415783413287569587396421274961835139852674865743912691538247342679158758124396,46,Medium
807900316005070009406018072070160900903000058201000007002049701004236800000701200,827954316135672489496318572578163924963427158241895637382549761714236895659781243,42,Easy
700051080543086090020349000074000630380620700009073045900000800867400000002018076,796251483543786192128349567274195638385624719619873245931567824867432951452918376,42,Easy
000000310090080672006091048761832050009050783050470120620014035900020401400560200,582647319194385672376291548761832954249156783853479126627914835935728461418563297,38,Very Easy
080701090009020807500000400050070000710050008000000050270680004001900503003000000,684731295139425867527896431958374126716259348342168759275683914861942573493517682,54,Expert
130627000000100000908000060060008920000000518700900000000005004000230600000700130,134627859625189473978543261563418927249376518781952346312865794497231685856794132,55,Expert
000050010703400008890002007072005006060100900000900000000070024036801000047090830,624758319753419268891632457972385146465127983318964572189573624236841795547296831,51,Hard
002001807103290645000763102238459000460100309000000080851904206906875000000610950,692541837173298645584763192238459761465187329719326584851934276926875413347612958,37,Very Easy
090104530400039261020060074000603450009000086740000003050000000002090005001852340,697124538485739261123568974218673459539241786746985123854317692372496815961852347,46,Medium
000358200700000546005000003800604000007000030900030002008906300100000400006120000,461358279783219546295467813832694157617582934954731682578946321129873465346125798,54,Expert
504000700670500020021904003700008900906210007005497602407035298009000376008769140,594326781673581429821974563712658934946213857385497612467135298159842376238769145,38,Very Easy
000091705769800000000620908907300006030084000020000001003000000090100482841009070,382491765769835124514627938957312846136984257428756391273548619695173482841269573,49,Medium
082010000000706020030008010008004069500020007000003048295061000000000600073000000,482915376159736824736248915328174569564829137917653248295461783841397652673582491,54,Expert
090680013300402090070003000053000000840000001700530006600000904002060000430900002,594687213361452897278193645153846729846729351729531486687215934912364578435978162,52,Hard
610000094000608000030094260590176432103809500060405180006000000479000000000000625,617253894924618753835794261598176432143829576762435189256381947479562318381947625,45,Easy
004006795859030000000195003490060002001082647260547019005010030143070008006000001,314826795859734126672195483497361852531982647268547319725618934143279568986453271,41,Very Easy
108500000000003000004087012907301600502090074806000120000805000600070030780006091,178562943259143786364987512947321658512698374836754129493815267621479835785236491,48,Medium
000700104070000080200904006025000000900000460001006500000360800003000009500089300,356728194479631285218954736625473918937815462841296573794362851183547629562189347,55,Expert
769004085052006000400000260007003020004902010208000403806030092900068501020700830,769124385352896174481375269617453928534982617298617453846531792973268541125749836,44,Easy
079001320020000845846050000007030000638900250000078000300000508700003010005820003,579481326123796845846352791297635184638914257451278639362149578784563912915827463,48,Medium
006310807070000000100000062007952006004700000602004005800000209000000100001045000,526319847478526913139487562317952486954768321682134795843671259265893174791245638,54,Expert
500700000004000058396000000900507004460130092008400670823904007010306400009800020,581749236274613958396285741932567814467138592158492673823954167715326489649871325,46,Medium
096030020003000100000800560008040000304700000000520040700006000000107800801204070,196435728583672194472819563218943657354761289967528341729386415645197832831254976,54,Expert
050008001400050702200000000045100806000580040003406007002000010004610003190820005,357248961469351782218769534945137826671582349823496157532974618784615293196823475,50,Hard
509704030780023904024000000007036150050200003403000000870015040000300600601049500,519784236786523914324961875297436158158297463463158792872615349945372681631849527,46,Medium
085900760097006020040027390000062530000059006000304000000000609400190807050040003,285931764397486125641527398974862531132759486568314972813275649426193857759648213,48,Medium
600100000142050080007200600570301090000485360030900205820006903965002104003509806,689174532142653789357298641576321498291485367438967215824716953965832174713549826,41,Very Easy
120430070000900040970206001700800054200600300408009006002004983300100000680390402,125438679863971245974256831796823154251647398438519726512764983349182567687395412,45,Easy
082000300007200005000304001600009000070060000200100506001508000004020970906000100,482915367317286495569374281643859712175462839298137546731598624854621973926743158,54,Expert
743251000200008450100000300327105064000030500010640000035400200800000000060000000,743251896296378451158964327327185964684739512519642783935416278871523649462897135,51,Hard
081930020900074000700200100079000560300500000040000000000701230005000090020006008,481935627962174385753268149279813564316549872548627913894751236635482791127396458,54,Expert
090007400013900006040250030000500000000070020670004019908700000100005000000680007,892367451513948276746251938281539764439176825675824319968713542127495683354682197,54,Expert
403010007000607000900008360001700090802100743006000052029003070000500200100004030,463915827285637914917428365351742698892156743746389152529863471634571289178294536,50,Hard
018000490075004000000800006800070000004000000700029140100000924002005001037012000,318756492675294813249831756821473569594168237763529148156387924982645371437912685,53,Hard
100000400500083190000090002003500960906004705000006040009000000400020800200060300,192657483574283196638491572843572961926814735715936248359148627467325819281769354,54,Expert
000832090008401600000650420900000860060900501830000000000179000190280006003000900,476832195528491673319657428941325867267948531835716249652179384194283756783564912,50,Hard
900500000000700690500640201003080000008005029000010040136002000090000000000003910,962531478341728695587649231213984567478365129659217843136892754794156382825473916,55,Expert
809060203500200048120000500001092000905046072004715396700604801006020000450070020,849567213567231948123489567671392485935846172284715396792654831316928754458173629,42,Easy
609000080010045073000600100200030005470000308063000000090802001000001096020009037,639127584812945673754683129281734965475296318963518742397862451548371296126459837,51,Hard
000028000492530680008096241015200400204953000900004802806040509000000360700305120,167428935492531687358796241615287493284953716973614852836142579521879364749365128,41,Very Easy
012900000008065210095421600030607100007004306256309004073846500560102980020500060,612938745348765219795421638439687152187254396256319874973846521564172983821593467,38,Very Easy
924003167600204000000709200060002000000100879159830600890301000400605910206900450,924583167687214395531769284768492531342156879159837642895341726473625918216978453,42,Easy
000000800901704000040500060705009001000200509090600420270046000000005006060000010,657312894981764235342598167725439681436281579198657423279146358813925746564873912,54,Expert
009300152508900300402057008201093000300540210005271006706400900004810500000709004,679384152518962347432157698241693785367548219895271436786435921924816573153729864,42,Easy
008009076900230000000000309006510420825003900140002500000000000002900130003008790,538149276974236851261785349396517428825463917147892563759321684682974135413658792,50,Hard
019700032604203107003180456002471005705008200001000003100040020457802000920037541,519764832684253197273189456392471685765398214841526973136945728457812369928637541,38,Very Easy
947000801300905476508400009000730560000000207700256018691040080400300092200170000,947623851312985476568417329829731564156894237734256918691542783475368192283179645,42,Easy
607800000000950063000601079010403020000020100870006004084065090030000041200394008,697832415148957263325641879916483527453729186872516934784165392539278641261394758,47,Medium
149007056000000180568142973380005000004009008090820400830200740071004805452078060,149387256723596184568142973387415692214769538695823417836251749971634825452978361,38,Very Easy
012000008950201400060900201030694017090830020870002300509780164601405070740100082,412356798958271436367948251235694817194837625876512349529783164681425973743169582,38,Very Easy
500419000400600031100027000840730020900502840020004003000000008008276594769040310,583419276472658931196327485845731629931562847627984153254193768318276594769845312,43,Easy
070915042159003070430708900007000608300000007005807491201000780000000004000304100,876915342159423876432768915917542638384196257625837491241659783793281564568374129,46,Medium
690080742130005000080629501000200000500800900009006017250007096070900385010508000,695183742132745869784629531347291658561874923829356417258437196476912385913568274,45,Easy
520000080009805046080090700902380400048200069761459000090500104010020095070031020,527643981139875246684192753952386417348217569761459832293568174816724395475931628,42,Easy
087003096500010020020580040008960000950401000000750032860000000700805104005096007,187243596594617823623589741378962415952431678416758932861374259739825164245196387,47,Medium
208001409190004000403065000500400900009006003600100705340082090062503800000000530,258371469196824357473965218521437986789256143634198725345782691962513874817649532,47,Medium
032000800050006170708200500500902701090803250800005309900500030075430018004601905,632157894459386172718294563543962781197843256826715349961528437275439618384671925,42,Easy
502100074106070059490080000003508000000020000000007040060700003049000015000430280,582193674136274859497685321973548162814926537625317948268751493349862715751439286,51,Hard
003001025000000401420000000007009008290000000008504100050040090609200300034090000,973461825586972431421385967147639258295718643368524179852143796619257384734896512,54,Expert
000850206930006080560027490090000000000060008006002540009030070000174800617290004,741859236932416785568327491893541627254763918176982543489635172325174869617298354,47,Medium
130020856000058000860000249000091000510304008970800031641083005700010483000705162,137429856429658317865137249283591674516374928974862531641283795752916483398745162,40,Very Easy
000600070208010000500000600000701030000042090080006007105400003073000500690050001,439625178268917354517834629946781235751342896382596417125478963873169542694253781,54,Expert
309000000174030005008090073045300060002004007790208401037500014280009506400100700,329675148174832695568491273845317962612954387793268451937526814281749536456183729,44,Easy
004038006300200000700004000805000900009600340100450000031002500000070200900000030,594138726316297458782564193845723961279681345163459872631942587458376219927815634,55,Expert
020700450400005010000900006000026095003500604605400000500390071780054000000010040,328761459469835712157942836874126395213579684695483127546398271781254963932617548,50,Hard
000050609000134780000060103005020000100075264027301895080000007760412008254000016,813257649596134782472869153945628371138975264627341895381596427769412538254783916,42,Easy
210406035000508046000000901809002300700605000100900607400007809080240003003800010,218496735397518246654723981869172354742635198135984627421357869986241573573869412,47,Medium
092415603670203810030760240700341020013609080009007530580174002001030000000900004,892415673674293815135768249758341926213659487469827531586174392941532768327986154,39,Very Easy
041007500002019037007250008200070000050301284314000976000005090000082301029043005,841637529562819437937254618298476153756391284314528976483165792675982341129743865,43,Easy
030008009070305680060100032000017903020000000149000800000060095500090376007050000,235648719971325684468179532856417923723986451149532867384761295512894376697253148,50,Hard
000080437173024069800000205010002900000010376308750002531806704700005600900040000,652981437173524869849673215417362958295418376368759142531896724784235691926147583,43,Easy
006000300007140209005060040500300600000096007000000000100002030800500796650400002,416928375387145269925763841594317628231896457768254913179682534842531796653479182,53,Hard
310050067000000503657900084900075600001639742706084910090040006274861050000590421,319458267428716593657923184942175638581639742736284915195342876274861359863597421,36,Very Easy
900064732000802000006500481300050007001479000690283500170900068009020070008710903,985164732714832659236597481342651897851479326697283514173945268469328175528716943,42,Easy
978501600503640000104970000830007460610030009000050010006709053301204700000000200,978521634523648971164973825835197462617432589492856317246789153351264798789315246,45,Easy
060500308705648009090000406510927003073150000420000000002000000900762000000805060,264519378735648129198273456516927843873154692429386715652431987981762534347895261,48,Medium
090000520000248309000000008008010400000500000002000060309760054540001000200080000,894136527675248319123957648758619432936524871412873965389762154547391286261485793,55,Expert
000000039509080010000501002000940005002005408900006007600000200090000070010720050,821467539579283614346591782738942165162375498954816327687159243295634871413728956,54,Expert
040030028958642000000800009019076800080003075000008913030001206800304100190280300,641739528958642731273815469319576842482193675567428913734951286825364197196287354,43,Easy
036704590000030400489160000095071360123500800074803210007320008910400003300010900,236784591751932486489165732895271364123546879674893215567329148918457623342618957,40,Very Easy
083054090200000084004032605000196007569000031701040860800400500000000000940385000,683754192257961384194832675438196257569278431721543869876419523315627948942385716,46,Medium
000000100410007060032690045000740000670005000140000700380000072907002500001003600,856324197419857263732691845295748316678135429143269758384516972967482531521973684,51,Hard
040560000000701008900423070200040780004900605007006030600030800800002010001059207,743568192526791348918423576269345781384917625157286934672134859895672413431859267,48,Medium
000007100950001040420030006600013000005700018000020009046800700080000000700002000,863247195957681342421935876698413257235796418174528639346859721582174963719362584,55,Expert
852000014370000500600584730007009241206800007009250068025000090000970000900320406,852793614374162589691584732587639241236841957149257368725416893463978125918325476,43,Easy
005000080830040000600000950073600000400100070010720506040008109000000700080902000,195267384837549612624831957573684291462195873918723546746358129259416738381972465,54,Expert
038204710105708000072006890900307648064805230820000000000982000289460570300501002,638294715195738426472156893951327648764815239823649157517982364289463571346571982,38,Very Easy
007002010982700006040800702028073609400009000000020080000060197800210360104000000,657342918982751436341896752528173649416589273793624581235468197879215364164937825,48,Medium
030840050000010034005079200680290003001703580523401906002638400314000608008100300,136842759279516834845379261687295143491763582523481976952638417314957628768124395,40,Very Easy
000001040020496050900780012049038027302579004070142009051000203000010080230000091,785321946123496758964785312549638127312579864678142539851964273497213685236857491,42,Easy
004230600070400080500000903300000008057082009060003010401508027030700000006001000,984235671673419582512876943349157268157682439268943715491568327835724196726391854,51,Hard
073000000150294700009000020000087900508001007000002861000006000005010283700025000,273658419156294738849173526614387952528961347397542861982436175465719283731825694,51,Hard
003700000060001953020900470870010390009026040601300520185640230400000060030000010,913754682764281953528963471872415396359826147641379528185647239497132865236598714,45,Easy
002090107100006502000100040250000000000040900010009000490852000030070056000630000,682495137143786592975123648259318764368247915714569823496852371831974256527631489,54,Expert
172090543008140020050030006000003200005910000207000001400600800090081460700000005,172896543368145729954237186619473258835912674247568391421659837593781462786324915,49,Medium
090800600020310498006090231638070024004932500902600003209107005085060070073450000,391824657527316498846795231638571924714932586952648713269187345485263179173459862,39,Very Easy
030070000900008605000006000090010000070460100051003009062030800010000094000057002,436571928927348615185296437394715286278469153651823749562934871713682594849157362,54,Expert
002009350030000000007234608000008030900720861003506090046300075005400000189005200,412869357638157429597234618761948532954723861823516794246381975375492186189675243,46,Medium
300602400900000002016070080600890005000004710800100004000021000005340900002780000,358612479974538162216479583641897235539264718827153694463921857785346921192785346,52,Hard
904056000175930608006708005500600400061529070097000050350070160642100307718000092,984256731175934628236718945523687419461529873897341256359872164642195387718463592,38,Very Easy
700900654003000700006270000400682910870300000001740302200530000000004270300120065,728913654913456728546278139435682917872391546691745382264537891159864273387129465,46,Medium
010869430000513070389470000290000056000248000030090004908721563570080000621050009,715869432462513978389472615294137856156248397837695124948721563573986241621354789,40,Very Easy
003000006010006058026018003005670309600300571038190602060023910000400005380701204,853947126917236458426518793145672389692384571738195642564823917271469835389751264,41,Very Easy
830100265950300001010658007004000050075080690008594010000067000001903500040010070,837149265956372481412658937194736852375281694628594713583467129761923548249815376,45,Easy
190000240250010600000000000004060730061030024000000000500301800000620003800007006,193586247257413689648279351984162735761835924325794168576341892419628573832957416,54,Expert
000506049960340000870009500000000718021000054086000200000600980410902300698700000,132576849965348172874129536549263718321897654786451293253614987417982365698735421,47,Medium
703005009000000358000309100004951700000724890009008421800000900045183060130200004,723815649691472358458369172284951736316724895579638421862547913945183267137296584,44,Easy
500010200600000000003060009009680170207090040840002300068000020100008000000200800,594317286681429753723865419359684172217593648846172395468931527132758964975246831,54,Expert
705403026480100050000000700597080430038245079124070508070904300001700000049508010,715493826482167953963852741597681432638245179124379568276914385851736294349528617,40,Very Easy
003700020028003600406802009000070360940600000007200040009000050015007480600320000,593746821128593674476812539851479362942638715367251948739184256215967483684325197,50,Hard
080064157004000290019500300450010700076050920000000000200070005040000002000040870,382964157564731298719528364453219786876453921921687543298376415147895632635142879,51,Hard
038000024000050007710034006200985601090071052003020870900040060000012000045607200,538769124462158397719234586274985631896371452153426879921843765687512943345697218,45,Easy
945000008007090650028050040016280095500600000470005006060510030001300064093070080,945162378137894652628753149316287495589641723472935816864519237751328964293476581,45,Easy
050904076870306200900720580496800000507000600000200400730149000009532140100600003,251984376874356291963721584496815732527493618318267459732149865689532147145678923,43,Easy
